id,active,duplicate_of,category,audience,product_family,image_path,tags,roles,quality_flags,source_pdf
"PLANNER-REF-04","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-04.png","tablet|digital_product|planner_listing|multi_tablet|minimal_pink|portrait_layout","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-05","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-05.png","tablet|digital_product|planner_listing|cover_and_open_spread|editorial_palette|red_cherry","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-06","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-06.png","tablet|digital_product|planner_listing|two_tablets|minimal_pink|calendar_page","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-07","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-07.png","tablet|digital_product|planner_listing|open_spread|hands|neutral_aesthetic","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-08","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-08.png","tablet|digital_product|planner_listing|two_device_layout|minimal_editorial|pink_neutral","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-09","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-09.png","tablet|digital_product|planner_listing|portrait_layout|pastel_tabs|dark_mode_planner","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-10","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-10.png","tablet|digital_product|planner_listing|cover_and_open_spread|styled_props|pastel_editorial","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-11","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-11.png","tablet|digital_product|planner_listing|cover_and_stickers|multi_device|soft_textures","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-12","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-12.png","tablet|digital_product|planner_listing|cover_and_daily_page|illustrated_cover|warm_neutral","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-13","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-13.png","tablet|digital_product|planner_listing|cover_hero|minimal_luxury|neutral_palette","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
"PLANNER-REF-14","true","","digital_product_device_mockups","","digital_product_device","reference_library/digital_product_device_mockups/PLANNER-REF-14.png","tablet|digital_product|planner_listing|cover_and_open_spread|cute_pastel|brown_pink_palette","device_scene|screen_mockup_composition|planner_listing_composition|workspace_styling|lighting|palette","use_visual_language_only_no_logos_or_text","user-provided planner-listing reference screenshot"
